student_id,family_income,parent1_education,parent2_education,family_size,single_parent_household,neighborhood_median_income,urban_rural,high_school_gpa,sat_math,sat_reading,ap_classes_taken,extracurricular_activities,volunteer_hours,university_tier,major_category,scholarship_amount,working_student,graduation_rate,sat_total,student_name,ses_score
850,50877,Less than High School,Master's,4,FALSE,135680,Rural,3.65,260,382,1,0,160,Lower Tier,STEM,1000,TRUE,0.86,642,MqnBASxO,0.37
851,113809,Less than High School,Bachelor's,4,TRUE,71388,Suburban,2.28,322,794,3,4,100,Top Tier,Business,20000,FALSE,0.92,1116,jjvxnKdF,-0.29
852,157632,Bachelor's,Some College,4,TRUE,133738,Suburban,3.67,345,392,1,1,110,Mid Tier,Social Sciences,0,TRUE,0.51,737,MGwcvNNK,1.7
853,71976,High School,Bachelor's,3,FALSE,79346,Urban,2.22,278,795,4,1,200,Mid Tier,STEM,0,FALSE,0.68,1073,IPaRRhQe,-0.55
854,98620,Doctorate,Less than High School,3,FALSE,139888,Suburban,2.99,620,227,5,0,10,Mid Tier,Humanities,5000,TRUE,0.96,847,nrHXrFCf,0.91
855,140501,Bachelor's,Bachelor's,3,TRUE,42656,Urban,3.49,233,200,2,5,170,Lower Tier,Social Sciences,0,TRUE,0.7,433,yJpomiDx,-1.09
856,26646,Less than High School,High School,3,FALSE,58393,Urban,2.72,640,790,7,5,110,Mid Tier,Social Sciences,0,TRUE,0.68,1430,eBElXMoO,-0.96
857,120916,High School,High School,4,FALSE,62105,Urban,3,613,464,3,2,60,Mid Tier,STEM,5000,TRUE,0.96,1077,JbCrLFNE,-0.69
858,187829,Master's,Less than High School,5,FALSE,120532,Urban,2.85,574,606,2,3,90,Lower Tier,STEM,0,FALSE,0.91,1180,eJtlroNN,1.12
859,98232,Less than High School,Bachelor's,4,FALSE,132652,Suburban,2.05,271,724,4,4,140,Mid Tier,Arts,0,TRUE,0.53,995,ExfIkDNv,0.45
860,188522,Some College,Less than High School,4,TRUE,137714,Urban,2.06,390,445,1,4,10,Mid Tier,Arts,0,TRUE,0.98,835,NheBzumK,2.06
861,196094,Some College,High School,5,FALSE,88580,Rural,3.88,226,490,5,3,40,Lower Tier,STEM,0,FALSE,0.62,716,iKoXSpBu,1.06
862,141817,Master's,Bachelor's,3,FALSE,33672,Urban,3.42,400,417,5,1,20,Mid Tier,Humanities,20000,FALSE,0.65,817,pxegDasK,0.12
863,73688,Less than High School,Bachelor's,4,TRUE,83660,Urban,3.51,307,355,3,3,20,Mid Tier,Business,0,TRUE,0.76,662,IRjtQQBY,-0.5
864,57486,Bachelor's,Master's,4,FALSE,137280,Rural,3.26,215,474,5,3,60,Mid Tier,STEM,1000,FALSE,0.53,689,uVAJFoQs,0.46
865,77401,Some College,Some College,6,TRUE,36189,Urban,2.68,530,283,4,5,10,Mid Tier,Arts,0,TRUE,0.96,813,zYoQhech,-1.19
866,173787,Less than High School,Less than High School,5,TRUE,46881,Urban,2.88,496,673,0,3,150,Top Tier,Social Sciences,1000,TRUE,0.98,1169,VaiGCZRe,-0.42
867,30991,High School,Some College,2,TRUE,123907,Urban,3.92,671,471,6,2,200,Mid Tier,Business,0,FALSE,0.78,1142,VKsEamUt,1.05
868,52768,Some College,Bachelor's,6,FALSE,38426,Urban,2.01,550,209,1,1,180,Mid Tier,Business,0,TRUE,0.9,759,TbZgALLv,-1.4
869,107091,Some College,Less than High School,3,FALSE,91521,Rural,3.19,693,498,2,4,170,Mid Tier,STEM,50000,TRUE,0.81,1191,OTqoqNAc,0.96
870,80891,Master's,Master's,6,FALSE,85089,Rural,3.23,358,246,3,4,90,Mid Tier,Humanities,0,FALSE,0.56,604,oYLTrpFG,-0.78
871,166405,High School,Some College,3,TRUE,83505,Suburban,2.13,530,353,4,2,110,Mid Tier,STEM,0,TRUE,1,883,shISXjKk,1.41
872,176678,Some College,Some College,5,FALSE,35182,Suburban,3.43,383,277,1,1,110,Mid Tier,STEM,0,TRUE,0.66,660,AUGlgxHk,0.1
873,23449,Some College,Bachelor's,2,FALSE,52039,Urban,3.34,480,594,0,3,160,Mid Tier,Humanities,0,FALSE,0.5,1074,sAbeeIIG,-0.07
874,168455,Some College,Bachelor's,3,FALSE,56322,Suburban,2.38,762,209,2,1,0,Mid Tier,Humanities,0,FALSE,0.59,971,jVxekeGa,1.04
875,92228,Less than High School,Less than High School,6,FALSE,37861,Urban,2.6,224,451,5,2,120,Top Tier,Social Sciences,5000,FALSE,0.55,675,OkvmUhzz,-1.69
876,140970,High School,High School,6,FALSE,126199,Rural,3.69,643,722,1,2,160,Top Tier,Humanities,0,FALSE,0.67,1365,JFKtKmrA,-0.27
877,41361,High School,Master's,6,FALSE,32726,Rural,3.69,513,472,2,2,100,Mid Tier,Business,20000,TRUE,0.76,985,viAwxdBT,-1.92
878,105756,High School,Some College,5,FALSE,93980,Rural,3.44,341,574,1,2,140,Mid Tier,Humanities,1000,FALSE,0.93,915,WjGBlUur,0.27
879,186561,High School,High School,3,FALSE,74899,Suburban,2.14,618,251,6,2,150,Mid Tier,Humanities,5000,TRUE,0.94,869,JJsNUToZ,0.48
880,123471,High School,High School,3,TRUE,138074,Rural,2.23,249,542,1,1,50,Mid Tier,Social Sciences,0,TRUE,0.97,791,wpwPjzMW,0.79
881,184295,High School,Less than High School,3,TRUE,46144,Rural,3.56,400,649,3,2,130,Top Tier,Humanities,0,TRUE,0.65,1049,YqRthFvT,0.38
882,155954,Less than High School,High School,6,FALSE,103049,Suburban,2.34,798,544,3,3,140,Lower Tier,Social Sciences,1000,TRUE,0.88,1342,PlIkaudZ,-0.13
883,133580,High School,Less than High School,5,TRUE,88631,Urban,3.65,283,621,3,1,180,Top Tier,Business,0,FALSE,0.93,904,EsYmFoJd,-0.2
884,162996,High School,High School,3,FALSE,35223,Suburban,2.83,610,649,2,3,60,Top Tier,Arts,1000,TRUE,0.51,1259,SkkWIWfl,-0.32
885,186238,Master's,Less than High School,5,FALSE,75553,Suburban,2.97,678,304,0,2,70,Lower Tier,Humanities,1000,FALSE,0.76,982,sYllLwht,0.45
886,49604,Some College,High School,3,TRUE,45020,Suburban,2.32,325,374,2,2,80,Lower Tier,Business,20000,FALSE,0.59,699,KFrWJVwh,-0.27
887,54719,Bachelor's,High School,2,FALSE,125358,Urban,3.36,600,769,5,2,130,Top Tier,Social Sciences,1000,FALSE,0.92,1369,nDdbbFjk,0.3
888,37576,High School,Bachelor's,4,FALSE,97617,Urban,2.3,378,579,1,2,130,Mid Tier,Humanities,1000,FALSE,0.74,957,UEHAirHv,-0.97
889,169240,High School,Doctorate,4,FALSE,88292,Suburban,2.39,403,713,2,1,180,Mid Tier,Social Sciences,0,TRUE,0.81,1116,rUCRjBJc,0.16
890,165056,Less than High School,High School,3,FALSE,70153,Urban,3.83,486,327,3,1,10,Mid Tier,Arts,5000,FALSE,0.62,813,naHEmHzJ,0.54
891,70269,Some College,High School,5,FALSE,112298,Rural,2.8,302,246,3,4,200,Mid Tier,Humanities,5000,FALSE,0.73,548,BRNgszKr,0.2
892,100825,Less than High School,High School,6,FALSE,128136,Suburban,2.25,523,206,2,5,90,Mid Tier,Social Sciences,5000,TRUE,0.56,729,nicUXAGa,-0.3
893,132658,High School,Bachelor's,4,FALSE,32006,Suburban,2.91,665,777,2,2,80,Lower Tier,STEM,10000,FALSE,0.77,1442,JCDxwNNY,-1.01
894,86766,High School,Bachelor's,6,FALSE,97197,Suburban,3.21,337,513,0,4,40,Mid Tier,Humanities,0,TRUE,0.83,850,GKYVzajY,-1.21
895,88817,Bachelor's,Bachelor's,2,FALSE,101605,Urban,3.71,267,467,3,2,110,Top Tier,Humanities,0,FALSE,0.5,734,BGKejmxV,-0.38
896,184607,Bachelor's,Some College,6,TRUE,46032,Suburban,2.12,582,768,2,2,120,Mid Tier,Social Sciences,0,FALSE,0.81,1350,osOcrgfU,-0.02
897,90254,Master's,Bachelor's,4,TRUE,111845,Urban,3.21,715,357,3,3,170,Mid Tier,Arts,1000,FALSE,0.85,1072,ueTuzUBC,0.4
898,32653,High School,Bachelor's,6,FALSE,64988,Rural,2.99,517,354,4,5,170,Top Tier,Business,0,TRUE,0.83,871,FaAxDBPG,-2.2
899,147351,Bachelor's,Less than High School,2,FALSE,112476,Rural,3.44,299,247,4,1,160,Lower Tier,Social Sciences,10000,FALSE,0.86,546,tBIznrAA,1.34
900,144739,High School,Some College,5,FALSE,131502,Urban,3.43,486,704,6,5,50,Lower Tier,Humanities,0,TRUE,0.91,1190,yjEpzCTC,1.19
901,37307,Master's,Bachelor's,5,FALSE,93855,Urban,2.48,542,789,4,1,140,Mid Tier,Humanities,1000,FALSE,0.54,1331,hgCKwssW,-0.72
902,26643,Less than High School,High School,6,FALSE,50667,Rural,3.73,762,227,8,4,10,Mid Tier,Business,5000,FALSE,0.97,989,nHPbZGsh,-2.13
903,92169,Doctorate,High School,3,FALSE,34499,Urban,2.52,483,552,1,0,160,Mid Tier,Business,1000,FALSE,0.54,1035,ULRNHeYd,-1.01
904,22077,Some College,Some College,6,FALSE,38012,Urban,2.26,425,249,0,0,90,Lower Tier,Humanities,0,FALSE,0.6,674,HtxOTgUg,-1.7
905,122220,High School,Master's,4,TRUE,80257,Suburban,2.38,638,211,0,0,20,Top Tier,Arts,1000,FALSE,0.51,849,GBOYjHLm,0.25
906,190091,Master's,Master's,3,FALSE,115682,Rural,2.46,618,420,1,1,180,Mid Tier,Business,1000,TRUE,0.81,1038,kovWmaJh,1.77
907,81794,High School,Bachelor's,2,TRUE,31114,Urban,3.62,712,743,5,1,160,Mid Tier,Social Sciences,5000,TRUE,0.82,1455,BAJxNlXd,-0.8
908,64010,Some College,High School,5,TRUE,98700,Urban,3.63,462,737,7,5,190,Lower Tier,Arts,1000,TRUE,0.96,1199,PENoEuIq,-0.06
909,117502,High School,Some College,3,FALSE,60609,Rural,3.06,338,557,0,4,70,Mid Tier,Social Sciences,10000,TRUE,0.67,895,tZevjFVb,0.61
910,41187,Doctorate,Bachelor's,6,FALSE,55537,Suburban,3.44,570,354,0,1,160,Lower Tier,Social Sciences,10000,TRUE,0.71,924,vJuUqshg,-2.59
911,87484,Some College,High School,4,TRUE,96493,Suburban,3.16,220,595,3,1,0,Mid Tier,Business,1000,TRUE,0.58,815,hmOHdrKk,0.49
912,78952,High School,Less than High School,6,TRUE,87790,Urban,2.77,476,346,0,4,110,Top Tier,Humanities,0,FALSE,0.66,822,zBKbZHaU,-1.09
913,190497,Less than High School,High School,5,TRUE,124475,Rural,2.86,394,616,2,3,70,Lower Tier,Social Sciences,5000,TRUE,0.56,1010,gHrKWZJD,0.87
914,183903,Bachelor's,Some College,6,FALSE,97326,Urban,3.04,319,221,2,4,180,Mid Tier,Arts,0,TRUE,0.78,540,PMRiblUG,0.72
915,157240,Master's,High School,3,FALSE,106998,Suburban,2.37,686,203,2,2,120,Top Tier,STEM,0,TRUE,0.87,889,cASMvGUp,1.33
916,156453,High School,Master's,4,FALSE,56598,Urban,2.62,399,555,2,1,140,Mid Tier,Arts,5000,FALSE,0.55,954,qvxiDTCs,0.24
917,199728,Master's,High School,5,FALSE,60097,Urban,3.39,593,722,2,2,190,Lower Tier,Arts,0,TRUE,0.7,1315,zUBJnvBQ,0.35
918,124472,Master's,Master's,5,FALSE,107082,Suburban,3.52,703,524,4,0,80,Mid Tier,Humanities,0,FALSE,0.58,1227,AfFYrzXv,0.31
919,58391,Master's,Some College,6,TRUE,105714,Suburban,3.42,782,250,3,0,40,Lower Tier,STEM,0,FALSE,0.73,1032,kbsNILxo,-0.37
920,44039,Bachelor's,High School,3,TRUE,59279,Rural,3.27,706,237,1,2,100,Mid Tier,Business,0,TRUE,0.74,943,bGTndOvo,-1.11
921,162611,Less than High School,High School,2,TRUE,136336,Urban,3.37,507,398,2,0,50,Top Tier,Humanities,1000,TRUE,0.95,905,LQHoYqGX,1.83
922,196743,Master's,Some College,6,TRUE,73889,Suburban,2.93,451,287,0,3,120,Top Tier,Business,1000,FALSE,0.78,738,SphhVmWe,0.5
923,196769,Some College,High School,5,FALSE,60027,Urban,3.19,410,479,4,4,40,Top Tier,Arts,0,FALSE,0.88,889,WOCYbLKA,0.66
924,42580,Bachelor's,High School,6,TRUE,122546,Urban,2.4,738,455,4,3,100,Lower Tier,Arts,0,TRUE,0.7,1193,JNztWBZV,-1.27
925,131291,High School,Bachelor's,2,FALSE,80693,Urban,3.47,529,549,3,2,140,Lower Tier,Arts,10000,FALSE,0.93,1078,JDgPOhET,0.39
926,174474,Master's,Bachelor's,5,TRUE,76514,Urban,3.22,508,671,2,3,140,Mid Tier,Social Sciences,0,TRUE,0.84,1179,TenBLsDl,0.35
927,45090,High School,High School,5,FALSE,100343,Rural,3.24,243,574,2,2,30,Mid Tier,Social Sciences,20000,TRUE,0.57,817,MCpUMrmG,-1.22
928,85984,Master's,Less than High School,3,FALSE,35697,Rural,2.77,736,480,0,1,100,Top Tier,Social Sciences,10000,TRUE,0.6,1216,iUqhjQrA,-0.39
929,48283,Some College,Bachelor's,2,TRUE,67851,Rural,2.84,267,686,2,2,180,Top Tier,Social Sciences,0,TRUE,0.73,953,MjbcdmVT,0.4
930,100611,High School,Bachelor's,3,FALSE,77489,Rural,2.06,216,632,2,4,20,Mid Tier,Business,5000,TRUE,0.83,848,sCjnkkrk,-0.31
931,107457,Doctorate,Bachelor's,6,FALSE,73725,Suburban,2.36,506,729,6,4,150,Mid Tier,Social Sciences,1000,TRUE,0.55,1235,ZZHhfPih,-1.69
932,191037,High School,Some College,6,FALSE,35348,Urban,2.34,788,687,6,3,50,Mid Tier,STEM,5000,TRUE,0.54,1475,BIoRjIIH,-0.11
933,182856,Doctorate,Master's,4,TRUE,130713,Suburban,2.12,577,524,6,4,110,Top Tier,Business,1000,TRUE,0.53,1101,RnjHLEaY,1.57
934,189230,Some College,Less than High School,5,FALSE,65899,Urban,2.09,257,260,4,4,120,Top Tier,STEM,0,FALSE,0.78,517,APUUuKHb,0.67
935,159229,High School,Bachelor's,6,FALSE,134015,Suburban,2.17,487,533,1,2,140,Lower Tier,Arts,0,TRUE,0.94,1020,xIOARGRQ,0.02
936,36598,Bachelor's,High School,5,TRUE,61447,Rural,3.65,645,560,1,1,150,Mid Tier,Arts,1000,TRUE,0.64,1205,SKROTGSv,-1.86
937,22924,High School,Bachelor's,4,FALSE,69322,Rural,3.61,530,292,7,0,140,Mid Tier,Social Sciences,1000,TRUE,0.57,822,hNHZHwAZ,-1.53
938,80032,Some College,High School,5,FALSE,149910,Rural,3.87,727,480,3,3,200,Top Tier,Business,0,TRUE,0.78,1207,NcEbAblH,0.83
939,63534,Master's,High School,3,FALSE,136845,Urban,2.92,471,437,4,4,150,Mid Tier,STEM,0,TRUE,0.63,908,EVaJmIIg,0.86
940,162573,Some College,Less than High School,4,FALSE,112603,Suburban,3.98,761,531,3,2,80,Mid Tier,Arts,10000,TRUE,0.82,1292,VBToGvPx,1.44
941,109350,High School,Some College,2,FALSE,38030,Urban,2.68,641,495,3,2,130,Lower Tier,Humanities,20000,TRUE,0.65,1136,NFUlfWrT,0.56
942,112498,Bachelor's,Bachelor's,3,TRUE,110491,Suburban,3.97,623,729,5,3,80,Top Tier,STEM,0,FALSE,0.57,1352,EJNttIvc,-0.38
943,33032,High School,Bachelor's,4,TRUE,45917,Suburban,3.51,613,262,0,1,140,Top Tier,Arts,0,FALSE,0.69,875,upMHZeWZ,-1.77
944,82125,High School,High School,5,FALSE,99520,Suburban,2.45,263,459,2,3,140,Top Tier,STEM,20000,TRUE,0.81,722,uJmuQUUA,-0.87
945,156138,Some College,High School,6,FALSE,94414,Rural,2.66,364,781,2,1,80,Lower Tier,Social Sciences,0,TRUE,0.88,1145,ciatUaLZ,0.41
946,89321,High School,Bachelor's,5,FALSE,65800,Suburban,2.21,673,298,0,2,90,Top Tier,Humanities,0,FALSE,0.86,971,DgYkhcoq,-1.29
947,21246,Doctorate,Bachelor's,6,FALSE,80745,Urban,3.85,498,301,7,1,170,Mid Tier,Humanities,5000,TRUE,0.81,799,WGSbIeCN,-2.42
948,149319,High School,High School,5,FALSE,30445,Suburban,2.53,747,243,1,1,40,Mid Tier,Arts,0,TRUE,0.84,990,wopmrysr,-1.23
949,120254,Doctorate,Master's,3,FALSE,97863,Suburban,3.61,613,404,2,2,80,Lower Tier,Arts,0,TRUE,0.97,1017,BFDixtSQ,0.84
950,32615,Bachelor's,High School,6,FALSE,145807,Suburban,3.8,576,657,1,1,20,Mid Tier,Social Sciences,1000,FALSE,0.98,1233,DgicNAff,-1.03
951,82607,Some College,Master's,3,FALSE,72007,Suburban,2.27,789,489,1,3,160,Mid Tier,Arts,0,FALSE,0.66,1278,mKVHTEws,0.44
952,94341,Some College,Some College,2,FALSE,66341,Rural,2.32,351,716,0,2,180,Mid Tier,Business,20000,TRUE,0.95,1067,GVaRyqZk,0.82
953,76098,Less than High School,High School,3,FALSE,37684,Urban,3.38,684,594,2,0,60,Mid Tier,Humanities,5000,TRUE,0.69,1278,jsgBDgMc,-0.79
954,152762,Master's,High School,4,FALSE,53320,Suburban,2.48,640,530,0,2,180,Mid Tier,Humanities,0,TRUE,0.82,1170,BTOJIfGI,0.16
955,89901,Some College,Bachelor's,2,TRUE,108289,Suburban,2.27,466,718,1,3,10,Lower Tier,Humanities,10000,TRUE,0.8,1184,IDuOhGWl,1.39
956,131496,High School,Bachelor's,3,TRUE,61723,Urban,2.46,793,600,1,4,10,Top Tier,Social Sciences,1000,TRUE,0.91,1393,KWWUJEQn,-0.24
957,132237,Bachelor's,Bachelor's,6,FALSE,77461,Urban,3.51,668,343,1,4,90,Mid Tier,Humanities,1000,TRUE,0.87,1011,oymcCILC,-1.73
958,164434,Less than High School,Some College,6,FALSE,133057,Rural,2.78,493,616,4,2,120,Lower Tier,Business,0,TRUE,0.99,1109,kERamrht,1.05
959,137732,High School,Doctorate,6,FALSE,136249,Suburban,2.89,224,380,1,2,120,Top Tier,Humanities,0,TRUE,0.88,604,vJmJsuwR,-0.16
960,142302,High School,High School,3,FALSE,122649,Urban,3.49,695,560,2,3,120,Top Tier,Business,0,FALSE,0.7,1255,SOKxBGtE,0.75
961,93936,Less than High School,Some College,4,FALSE,140752,Suburban,2.47,381,732,6,2,50,Mid Tier,Social Sciences,0,FALSE,0.63,1113,PtQrQUlR,1.19
962,139386,High School,Less than High School,4,FALSE,138822,Urban,2.13,221,750,1,2,50,Top Tier,Social Sciences,5000,FALSE,0.56,971,nAvXaFST,0.93
963,24881,Bachelor's,High School,2,FALSE,75927,Urban,2.96,741,533,1,3,150,Mid Tier,Social Sciences,1000,FALSE,0.78,1274,txqpEkBQ,-0.7
964,166867,Some College,High School,2,FALSE,103207,Urban,2.98,456,575,2,0,80,Mid Tier,Business,0,TRUE,0.64,1031,QQtUtgBw,2.06
965,33508,Less than High School,Bachelor's,5,FALSE,138778,Suburban,2.85,535,210,1,2,80,Mid Tier,Humanities,10000,TRUE,0.83,745,GGciQstq,-0.44
966,182174,High School,Some College,5,FALSE,84506,Suburban,2.08,634,371,6,1,80,Lower Tier,STEM,0,FALSE,0.63,1005,heNjTzkY,0.87
967,32749,High School,High School,6,FALSE,141869,Rural,2.8,378,386,8,3,110,Top Tier,Business,0,TRUE,0.53,764,hbnzDMur,-1.09
968,54402,Some College,High School,6,FALSE,78144,Suburban,3.7,659,473,3,4,70,Top Tier,Social Sciences,1000,FALSE,0.99,1132,LzQQtSFh,-0.8
969,159847,High School,Bachelor's,2,FALSE,33054,Suburban,3.92,683,526,2,2,190,Mid Tier,STEM,5000,FALSE,0.75,1209,zRUzvkit,-0.02
970,56564,Bachelor's,Bachelor's,2,TRUE,37166,Urban,3.61,526,772,2,5,100,Lower Tier,Social Sciences,1000,TRUE,0.93,1298,txXsTxgL,-1.62
971,92678,Master's,Less than High School,6,FALSE,125410,Suburban,2.17,430,359,2,1,190,Lower Tier,Humanities,5000,TRUE,0.59,789,jftqeWga,-0.08
972,100313,High School,Master's,2,FALSE,102289,Rural,3.21,237,624,4,2,70,Mid Tier,STEM,0,FALSE,0.77,861,pTldGhOC,1.07
973,129133,Some College,High School,6,FALSE,37346,Rural,3.49,308,418,1,2,160,Top Tier,Business,0,FALSE,0.76,726,ebvArPOA,-0.68
974,123760,High School,Less than High School,2,TRUE,74150,Urban,2.82,541,554,5,1,20,Mid Tier,Arts,0,TRUE,0.58,1095,nXLaHSvN,0.56
975,30711,Doctorate,High School,6,TRUE,105711,Urban,2.89,252,508,1,1,180,Mid Tier,Business,0,TRUE,0.72,760,oAYlcyCH,-1.63
976,52880,Bachelor's,High School,3,FALSE,72105,Urban,3.69,305,530,6,4,180,Top Tier,Business,10000,TRUE,0.75,835,LRZdtNZe,-0.84
977,73302,Less than High School,Master's,2,FALSE,67125,Suburban,2.79,524,303,0,2,160,Lower Tier,Social Sciences,1000,TRUE,0.86,827,hqUrIBub,0.3
978,87694,Some College,Less than High School,4,TRUE,132451,Urban,3.46,670,789,2,2,30,Top Tier,Arts,0,TRUE,0.92,1459,UserEkmx,1.01
979,148357,Master's,High School,5,TRUE,80926,Rural,3.38,765,211,4,0,150,Mid Tier,STEM,0,FALSE,0.52,976,GENnxDch,0.16
980,42527,Some College,Doctorate,5,FALSE,136451,Suburban,2.24,713,204,0,2,70,Mid Tier,Humanities,0,TRUE,0.57,917,lwrTTORA,0.28
981,97262,Less than High School,Less than High School,6,TRUE,127463,Suburban,2.43,761,397,4,3,30,Mid Tier,Business,5000,TRUE,0.74,1158,ZIEhZdSk,-0.34
982,25468,High School,Bachelor's,5,FALSE,149152,Urban,3.99,512,486,1,3,160,Lower Tier,Humanities,5000,FALSE,0.51,998,tKdCVSlV,-0.7
983,101750,High School,Some College,6,TRUE,83303,Urban,3.81,507,265,2,3,140,Lower Tier,Arts,0,TRUE,0.88,772,lxGUPfAP,-0.27
984,162975,High School,Master's,5,FALSE,111481,Suburban,2.53,364,640,0,0,40,Lower Tier,Arts,0,FALSE,0.9,1004,JCqNVyzu,0.74
985,104830,Bachelor's,Less than High School,5,FALSE,37203,Suburban,3.21,738,224,4,2,180,Mid Tier,STEM,0,TRUE,0.89,962,IxVqUErb,-1.22
986,62550,High School,Some College,4,FALSE,85466,Urban,2.31,515,775,2,2,190,Mid Tier,Humanities,1000,TRUE,0.54,1290,FcEeitDA,0.09
987,179666,Master's,Less than High School,2,FALSE,137797,Urban,2.66,565,755,2,3,70,Top Tier,Business,0,FALSE,0.8,1320,MMISmgUe,2.35
988,42672,Some College,Bachelor's,5,FALSE,51822,Rural,3.34,578,666,0,5,80,Top Tier,Arts,5000,FALSE,0.95,1244,sAbmGUkg,-0.95
989,68476,Master's,Master's,4,FALSE,42879,Urban,3.99,767,496,1,3,170,Top Tier,STEM,1000,TRUE,0.67,1263,KEmErgIY,-0.81
990,178842,Some College,Master's,4,FALSE,88404,Suburban,3.21,247,479,5,1,140,Mid Tier,STEM,0,FALSE,0.89,726,peNHoBZO,1.25
991,155094,Some College,Master's,2,FALSE,141352,Urban,2.45,532,387,0,2,50,Top Tier,Social Sciences,1000,FALSE,0.7,919,sNFKhMgr,2.49
992,37585,Doctorate,High School,4,TRUE,144881,Rural,3.12,528,257,3,3,0,Lower Tier,Business,20000,FALSE,0.53,785,fWQPqEVS,-0.29
993,166802,High School,Some College,2,FALSE,120187,Rural,2.7,351,270,4,0,140,Mid Tier,Arts,0,TRUE,0.75,621,FLhEUYwy,2.3
994,174511,Less than High School,Bachelor's,2,FALSE,78794,Suburban,2.15,785,780,3,2,110,Lower Tier,Business,20000,TRUE,0.73,1565,zWbahahL,1.11
995,41088,Doctorate,Some College,6,TRUE,105652,Rural,2.78,341,600,0,4,90,Mid Tier,STEM,0,FALSE,0.54,941,bhXOGPvU,-0.53
996,44731,High School,Master's,5,FALSE,144750,Suburban,3.07,609,708,6,2,80,Lower Tier,Business,0,FALSE,0.55,1317,snkCIJoq,0.09
997,118686,High School,High School,6,FALSE,30508,Suburban,2.02,603,542,5,4,80,Lower Tier,Business,0,FALSE,0.76,1145,wpnJBdid,-1.87
998,30625,High School,Less than High School,4,FALSE,79423,Suburban,3.3,238,433,1,2,180,Lower Tier,STEM,5000,TRUE,0.52,671,JbWnJiSy,-0.97
999,109194,Bachelor's,High School,3,FALSE,36041,Urban,3.67,462,204,3,2,160,Lower Tier,STEM,10000,FALSE,0.93,666,yyhngRdH,-0.82
1000,21335,Doctorate,Less than High School,5,TRUE,99995,Suburban,3.98,635,321,1,2,110,Lower Tier,Business,50000,FALSE,0.62,956,tLxJsLvd,-1.12
